ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0009081,branched-chain amino acid metabolic process,21,-0.758740209507291,-2.604870948715865,7.942646484386568e-8,2.3610332700162814e-6,1.5896745955772973e-6,430,"tags=86%, list=20%, signal=69%",DBT/MCCC1/MCCC2/BCAT2/HIBCH/ECHS1/AUH/BCKDHA/BCKDHB/ACAD8/PCCB/DLD/PCCA/HMGCL/HIBADH/ALDH6A1/ACAT1/ACADSB
GO:1901293,nucleoside phosphate biosynthetic process,103,-0.4455681546206975,-2.2550182267133794,1.0541238199278528e-7,3.0911468773560004e-6,2.0812572717778943e-6,462,"tags=50%, list=22%, signal=41%",ALDOA/PFAS/PDHA1/NDUFS6/SDHA/ACSL1/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/SNCA/NDUFAB1/NDUFS2/NDUFS8/DLAT/NAPRT/AMPD1/NDUFB9/NDUFS5/MPC2/NDUFS3/DLD/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/PDHX/NDUFS4/NDUFV2/PDHB/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/ACAT1/PDK4/NDUFA11
GO:0098609,cell-cell adhesion,100,0.5499010771906543,2.080088858140583,1.088556027522674e-7,3.14955543963227e-6,2.1205835315108373e-6,372,"tags=37%, list=18%, signal=32%",ANXA1/CTSG/S100A11/S100A8/CD44/CLIC1/THY1/ARG1/LGALS3/ACTB/S100A9/EZR/IL18/MYH9/PPIA/MAPK14/PDIA3/FLNA/LRG1/DSC1/CD9/MSN/ANXA2/PRKAA1/DSG1/JUP/HSPH1/FGG/CDSN/FGB/CTNNB1/FLOT1/APOA1/DSP/HMGB1/HSPB1/FGA
GO:0050832,defense response to fungus,10,0.9243681096358475,2.1784024362918717,1.1803125108632582e-7,3.3701028270700927e-6,2.2690772369504184e-6,84,"tags=60%, list=4%, signal=58%",DEFA1/CTSG/LTF/S100A8/ARG1/S100A9
GO:0030036,actin cytoskeleton organization,173,0.47714823441494086,1.9101814663395273,1.4012319534968856e-7,3.9489264144003144e-6,2.658796926115759e-6,336,"tags=27%, list=16%, signal=25%",ANXA1/LCP1/POTEE/MYBPH/CORO1C/RHOG/ARPC5/TPM4/TMSB4X/ARPC5L/ACTN1/ARPC2/ACTB/ACTR2/DBNL/ACTN4/ARPC3/EZR/TAGLN2/ACTC1/IQGAP1/CAP1/HRAS/TMSB10/GSN/MYH9/ARPC1B/FLNA/MARCKS/CFL1/CAPZA1/PFN1/HSP90B1/DSTN/FLII/CALR/RAC1/MYH3/PLS3/CSRP3/S100A10/SPTAN1/APOA1/ZYX/CTTN/CRK/PDCD6IP
GO:0043588,skin development,36,0.7099133337615774,2.2660276538457715,1.4629219873263077e-7,4.050179321190877e-6,2.7269701177845925e-6,360,"tags=58%, list=17%, signal=49%",ANXA1/KRT10/KRT6A/KRT17/KRT6B/KRT16/IL18/S100A7/KRT14/CASP14/KRT5/FLG/KRT2/NSUN2/JUP/CDSN/AKR1C3/CTNNB1/DSP/MAP2K1/FLNB
GO:0009117,nucleotide metabolic process,158,-0.37844575780613415,-2.063157481104201,1.474489245963499e-7,4.050179321190877e-6,2.7269701177845925e-6,462,"tags=44%, list=22%, signal=37%",ALDOA/PFAS/ABHD14B/FIS1/PGK2/NDUFS6/NNT/SDHA/NT5C3A/PFKM/PGM1/NDUFB7/PGAM2/TPI1/OGDH/NDUFA9/RBKS/NDUFB10/NDUFA7/NDUFB6/H6PD/GPD1L/NT5C1A/ENO3/NDUFA10/NDUFA5/GPD2/NDUFAB1/NDUFS2/ALDH1L1/NDUFS8/MDH1/GPD1/NAPRT/AMPD1/NDUFB9/IDH2/NDUFS5/NDUFS3/DCXR/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/MDH2/NDUFS4/NDUFV2/NDUFS7/GMPR/NDUFB8/NDUFS1/NDUFC2/PFKFB1/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/ALDOC/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11/SULT1A3/SLC4A1/BPGM/MYH8
GO:0010558,negative regulation of macromolecule biosynthetic process,223,0.44996470061598337,1.8352152155620627,1.6357746382051644e-7,4.385341776989346e-6,2.952633706748102e-6,538,"tags=39%, list=25%, signal=32%",ANXA1/CREG1/LTF/ARG1/VIM/HMGB2/LMNB1/ANKRD2/SRSF7/YWHAQ/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/FLNA/YBX1/EIF6/YWHAZ/DDX3X/SET/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/GLG1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/RBMX/SERPINF1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/APOA2
GO:0016070,RNA metabolic process,360,0.4124043434081364,1.7349100119131413,1.6369248107656083e-7,4.385341776989346e-6,2.952633706748102e-6,599,"tags=41%, list=28%, signal=35%",CREG1/LTF/S100A8/RHOG/VIM/LGALS3/HMGB2/ACTN1/ANKRD2/SRSF7/NAMPT/YWHAQ/ACTB/ACTR2/ACTN4/S100A9/EZR/HRAS/HNRNPA0/IL18/PTBP1/PPIA/MAPK14/FLNA/YBX1/RPS21/RPL27/EIF6/YWHAZ/DDX3X/PFN1/RPS25/SET/RPS28/ALYREF/ANXA2/PRKAA1/RPL10/NSUN2/DNAJB11/SRSF1/JUP/ANXA4/RPS17/HNRNPC/HEXB/CLU/SRSF3/PDE12/RPS6/CALR/RPS8/PCNA/HNRNPU/APEX1/RPS27/SUB1/ECM1/U2AF2/CSRP3/PRMT1/HNRNPH1/TNNI2/S100A10/CTNNB1/RPS24/LMO7/PPM1A/LRRFIP2/CCAR2/NPM1/CRK/SMU1/HMGB1/MAP2K1/SFPQ/CBX3/HNRNPF/RBBP7/HNRNPA3/HNRNPA2B1/MAGOH/TF/RPS13/TXN/FUBP1/UBE2V1/SND1/HNRNPL/WDR77/HNRNPA1/FBL/XRCC6/LAMTOR5/RPS19/HNRNPUL2/RPS16/AHNAK/RBMX/ENY2/SETD7/DCAF6/ANXA3/DDX39B/RPL7A/CNBP/EFTUD2/RPL7/ASAH1/NCL/PA2G4/MAPK1/CAND1/PSMC5/HNRNPD/HSPA5/DNAJB6/GSPT1/PPID/KHDRBS1/RPL5/RHOA/NUP62/EEF1D/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/RPL11/RWDD1/FAM98A/RAP2C/RNH1/HNRNPM/PADI2/YWHAH/HP1BP3/PCBP1/CAPRIN1/SSB/DDX1/UBE3A/ETF1/CDK5RAP3/DHX9
GO:0031324,negative regulation of cellular metabolic process,285,0.4285822922605729,1.7827251824594217,1.8013219250713633e-7,4.766912899274218e-6,3.2095440718858184e-6,538,"tags=38%, list=25%, signal=33%",ANXA1/CREG1/LTF/CORO1C/THY1/ARG1/VIM/HMGB2/LMNB1/CTSA/ANKRD2/SRSF7/YWHAQ/ORM1/SERPINB3/EZR/IQGAP1/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/PPIA/MAPK14/FLNA/YBX1/POLDIP2/EIF6/YWHAZ/DDX3X/SET/TIGAR/MVP/ANXA2/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/AKR1C3/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/HSPB1/GLG1/APOC1/SRP9/DEPTOR/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/TRIM63/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/ATP1A1/CALM1/HP/RBMX/SERPINF1/UCHL1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/RHOA/NUP62/HNRNPAB/TAF15/RPS3/SYNCRIP/SEC22B/HNRNPK/RPS14/APOA2
GO:0031327,negative regulation of cellular biosynthetic process,233,0.44308844966326255,1.8199602408224136,1.9049962974968527e-7,4.98053248863635e-6,3.353373317597504e-6,538,"tags=38%, list=25%, signal=32%",ANXA1/CREG1/LTF/ARG1/VIM/HMGB2/LMNB1/ANKRD2/SRSF7/YWHAQ/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/FLNA/YBX1/EIF6/YWHAZ/DDX3X/SET/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/AKR1C3/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/GLG1/APOC1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/ATP1A1/RBMX/SERPINF1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/APOA2
GO:0030216,keratinocyte differentiation,25,0.7606501761717863,2.255092323343285,2.0449418852639765e-7,5.239616626910672e-6,3.5278136687615876e-6,360,"tags=68%, list=17%, signal=57%",ANXA1/KRT10/KRT6A/KRT17/KRT6B/KRT16/S100A7/KRT14/CASP14/KRT5/FLG/KRT2/CDSN/AKR1C3/DSP/MAP2K1/FLNB
GO:0090304,nucleic acid metabolic process,408,0.4061090006625571,1.714504835240022,2.052384393029526e-7,5.239616626910672e-6,3.5278136687615876e-6,599,"tags=40%, list=28%, signal=36%",CREG1/LTF/S100A11/S100A8/RHOG/VIM/LGALS3/HMGB2/ACTN1/ANKRD2/SRSF7/NAMPT/YWHAQ/ACTB/ACTR2/ACTN4/S100A9/EZR/HRAS/HNRNPA0/IL18/PTBP1/PPIA/MAPK14/FLNA/YBX1/RPS21/RPL27/POLDIP2/EIF6/YWHAZ/DDX3X/PFN1/RPS25/SET/TIGAR/RPS28/ALYREF/ANXA2/PRKAA1/RPL10/NSUN2/DNAJB11/SRSF1/JUP/ANXA4/RPS17/HNRNPC/HEXB/CLU/SRSF3/PDE12/RPS6/CALR/RPS8/PCNA/HNRNPU/APEX1/RPS27/SUB1/ECM1/U2AF2/CSRP3/PRMT1/HNRNPH1/RAD23B/BAX/TNNI2/S100A10/CTNNB1/RPS24/LMO7/PPM1A/LRRFIP2/CCAR2/NPM1/CCT5/CRK/SMU1/HMGB1/MAP2K1/SFPQ/CBX3/HNRNPF/RBBP7/HNRNPA3/HNRNPA2B1/MAGOH/TF/RPS13/TXN/FUBP1/UBE2V1/SND1/HNRNPL/WDR77/HNRNPA1/FBL/XRCC6/LAMTOR5/RPS19/HNRNPUL2/RPS16/AHNAK/RBMX/ENY2/SETD7/DCAF6/ANXA3/DDX39B/RPL7A/CNBP/EFTUD2/RPL7/ASAH1/NCL/CCT2/PA2G4/MAPK1/CAND1/OTUB1/PSMC5/HNRNPD/HSPA5/DNAJB6/GSPT1/CCT8/PPID/KHDRBS1/RPL5/RHOA/NUP62/TCP1/CCT3/CDC42/EEF1D/HNRNPAB/TAF15/RPS3/CCT4/HSP90AB1/SYNCRIP/HNRNPK/RPS14/RPL11/RWDD1/FAM98A/RAP2C/RNH1/PTGES3/HSP90AA1/HNRNPM/PADI2/YWHAH/HP1BP3/PCBP1/CCT7/CAPRIN1/SSB/DDX1/UBE3A/ETF1/CCT6A/CDK5RAP3/DHX9
GO:0009260,ribonucleotide biosynthetic process,63,-0.5304359583711361,-2.387441830686577,2.3486317373752453e-7,5.92619868616777e-6,3.990086721513881e-6,479,"tags=65%, list=23%, signal=52%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0009605,response to external stimulus,291,0.4300652165077462,1.7918651480346237,2.7448565339100526e-7,6.846366297223924e-6,4.609632025489599e-6,476,"tags=33%, list=23%, signal=30%",DEFA1/ANXA1/CTSG/LTF/LYZ/IGHA1/TYMP/S100A8/RHOG/ARG1/VIM/RPL30/LGALS3/CTSC/S100A4/TMSB4X/HMGB2/KRT6A/ACTR2/TUBB2B/PPIB/S100A9/HRAS/KRT16/HNRNPA0/IL18/GSN/S100A7/PPIA/MAPK14/FLNA/CFL1/LRG1/KRT5/YWHAZ/ARL8B/DDX3X/CD9/ANXA2/RPL13A/HPX/IGHM/JUP/LAMP2/COMT/CLU/PDE12/CALR/IGHG2/RAC1/IGHG1/LAMP1/FGG/CSRP3/TUBB/FGB/MIF/VAMP3/BAX/G3BP1/CTNNB1/APOH/FLOT1/APOA1/ZYX/SERPING1/CCT5/CRK/HMGB1/MAP2K1/SFPQ/UBQLN1/HSPB1/FLNB/FGA/TF/TRIM63/AHSG/AQP1/IGHG3/XRCC6/VPS35/CALM1/LAMTOR5/RPS19/HP/NAGK/ANXA3/PLG/MAPK1/CFH/KRT1/TUBB4B/CD2AP/TMEM43/SERPINC1/KNG1
GO:0006164,purine nucleotide biosynthetic process,68,-0.4981632664173912,-2.309516109484407,3.0131658588107097e-7,7.430193083658228e-6,5.002720349317303e-6,479,"tags=62%, list=23%, signal=49%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/NAPRT/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0051128,regulation of cellular component organization,361,0.3976989633664359,1.673847862380346,3.1116801477968456e-7,7.586905528897927e-6,5.108234234348932e-6,667,"tags=42%, list=32%, signal=35%",ANXA1/LCP1/CST3/TUBB4A/CORO1C/S100A8/CD44/RHOG/THY1/ARPC5/VIM/LGALS3/TPPP3/TMSB4X/ARPC5L/ARPC2/VAT1/ACTB/ACTR2/TUBB2B/ARPC3/S100A9/EZR/KRT17/HRAS/TMSB10/APOD/GSN/MYH9/MAPK14/FLNA/CFL1/POLDIP2/CAPZA1/YWHAZ/DDX3X/PFN1/MSN/ANXA2/RPL13A/STAM/PRKAA1/CLTC/DSTN/LAMP2/FLII/HNRNPC/CLU/CALR/HNRNPU/DYNC1LI1/EHD1/RAC1/TOM1L2/NES/SUB1/DYNC1H1/AP2A1/RAB5A/TUBB/MAPRE1/BAX/G3BP1/S100A10/CTNNB1/DNAJA4/FLOT1/SPTAN1/APOA1/CCAR2/NPM1/CCT5/CTTN/IGFBP7/CRK/PDCD6IP/HMGB1/MAP2K1/RBBP7/SPAG9/APOC1/CHMP4B/FKBP4/HNRNPA2B1/TBC1D4/TF/FN1/LAMTOR1/AHSG/HNRNPA1/VPS35/AHNAK/GMFB/ATG3/SERPINF1/CCT2/MAPK1/CAND1/CD2AP/ARHGAP17/LMAN1/HNRNPD/HSPA5/DNAJB6/HOMER1/GSPT1/CCT8/RAP1A/RHOA/NUP62/TCP1/CCT3/CDC42/RPS3/CKAP5/APOA4/CCT4/SEC22B/HNRNPK/APOA2/C3/FAM98A/RNH1/PTGES3/HSP90AA1/YWHAH/EML2/DNAJB2/CCT7/CAPRIN1/UBE3A/ETF1/KIF5B/CCT6A/IST1/PPP2CA/CLIP1/DBN1/TLN1/SLC25A6/TGM2/PSMC6/VTN/SNX9/CAMK2D/VCP/CHORDC1/DCTN1/COL6A1/MTPN/CAPN2/ITGA6
GO:0009083,branched-chain amino acid catabolic process,18,-0.7675062007302033,-2.539632285442253,3.361263991168187e-7,8.104380956483296e-6,5.45664844414204e-6,430,"tags=89%, list=20%, signal=71%",DBT/MCCC1/MCCC2/BCAT2/HIBCH/ECHS1/AUH/BCKDHA/BCKDHB/ACAD8/DLD/HMGCL/HIBADH/ALDH6A1/ACAT1/ACADSB
GO:0006635,fatty acid beta-oxidation,32,-0.6473219041193171,-2.488683260067956,3.491568669857842e-7,8.326048366584085e-6,5.605896256521325e-6,436,"tags=62%, list=21%, signal=50%",CPT1B/ACADM/HADHA/HADHB/ECHS1/AUH/ETFDH/DECR1/PLIN5/ACAA2/ECI2/CPT2/ACADVL/CRAT/ETFB/ETFA/HADH/ECI1/ACADS/ACAT1
GO:0016192,vesicle-mediated transport,247,0.44170257918671907,1.82359938709882,3.537380716021116e-7,8.343604514962849e-6,5.61771674352095e-6,722,"tags=51%, list=34%, signal=38%",ANXA1/CREG1/CORO1C/LGALS3/S100A13/ACTB/DBNL/ARPC3/EZR/CAP1/HRAS/STX12/LMAN2L/COPG1/GSN/MYH9/FLNA/AP1B1/LGALS3BP/ARL8B/CLTB/CD9/VPS29/MSN/ANXA2/P4HB/STAM/FKBP15/PRKAA1/COPB2/CLTC/ATP6V1E1/CLU/RAB5C/CALR/DYNC1LI1/EHD1/SEC31A/GNAI2/RAC1/RAB11B/LAMP1/FGG/TMED7/AP2A1/SNX1/RAB5A/FGB/SNAP29/VAMP3/S100A10/CTNNB1/STX7/FLOT1/APOA1/RAB35/CTTN/PDCD6IP/HMGB1/MAP2K1/COPZ1/RTN3/SPAG9/CANX/APOC1/CHMP4B/FGA/TBC1D4/TF/VPS26A/LAMTOR1/AHSG/VPS35/CALM1/OSBPL1A/ATG3/ANXA3/MAPK1/DPYSL2/ATP6V1B2/CD93/SEC24C/ARHGAP17/LMAN1/TMED10/COPA/RAP1A/TFG/CDC42/RAB6A/SEC22B/HNRNPK/APOA2/C3/SNAP23/UBE3A/NSF/CLINT1/ATP6V1A/AP1M1/TGM2/PPP6C/VTN/ARHGDIA/SNX9/ACSL3/VCP/DCTN1/CAPN2/SEC23A/VAMP5/PPT1/VPS45/AP2B1/PPP3CA/SPTBN1/EHD4/SCFD2/HYOU1/TMED9/NME1/GRB2/RAB14/STBD1/C4A/ARCN1
GO:0006935,chemotaxis,52,0.6354683718343845,2.1858825291670945,3.7309951286690334e-7,8.613041945970001e-6,5.7991279267554526e-6,355,"tags=50%, list=17%, signal=43%",DEFA1/ANXA1/CTSG/TYMP/S100A8/RHOG/LGALS3/S100A4/TMSB4X/HMGB2/TUBB2B/PPIB/S100A9/HRAS/S100A7/PPIA/MAPK14/RPL13A/CALR/RAC1/MIF/APOA1/CRK/HMGB1/MAP2K1/HSPB1
GO:0042330,taxis,52,0.6354683718343845,2.1858825291670945,3.7309951286690334e-7,8.613041945970001e-6,5.7991279267554526e-6,355,"tags=50%, list=17%, signal=43%",DEFA1/ANXA1/CTSG/TYMP/S100A8/RHOG/LGALS3/S100A4/TMSB4X/HMGB2/TUBB2B/PPIB/S100A9/HRAS/S100A7/PPIA/MAPK14/RPL13A/CALR/RAC1/MIF/APOA1/CRK/HMGB1/MAP2K1/HSPB1
GO:0002250,adaptive immune response,48,0.652920559186391,2.213591124544555,4.116200627217679e-7,9.402268801118277e-6,6.330511324740319e-6,401,"tags=54%, list=19%, signal=45%",ANXA1/IGHA1/ARG1/CTSC/IGKV4-1/DBNL/IGKC/HRAS/HPRT1/IL18/PDIA3/IGKV3D-11/IGKV3-7/HPX/PRKAA1/IGHM/CLU/IGHG2/IGHG1/FGB/IGKV1-27/STX7/SERPING1/HMGB1/FGA/IGHG3
GO:0010557,positive regulation of macromolecule biosynthetic process,277,0.42611864767125207,1.768992609335174,4.244807567651862e-7,9.595033772713064e-6,6.460299236733317e-6,599,"tags=44%, list=28%, signal=36%",ANXA1/RHOG/VIM/MUSTN1/S100A13/HMGB2/ACTN1/NAMPT/ACTB/ORM1/ACTR2/SH3BGRL/ACTN4/EZR/ACTC1/KRT17/HRAS/HNRNPA0/IL18/GSN/MYH9/MAPK14/YBX1/EIF6/DDX3X/MSN/ANXA2/HPX/PRKAA1/SRSF1/JUP/HNRNPC/HSPH1/HEXB/CLU/PIP/CALR/PCNA/RPS27L/HNRNPU/APEX1/SUB1/U2AF2/CSRP3/MIF/PRMT1/G3BP1/TNNI2/ORM2/S100A10/CTNNB1/DNAJA4/FLOT1/LMO7/PPM1A/NPM1/CCT5/HMGB1/MAP2K1/SFPQ/RBBP7/RPS4X/HSPB1/TF/EIF3D/FUBP1/FN1/UBE2V1/WDR77/HNRNPA1/XRCC6/VPS35/LARP4/LAMTOR5/ALDH1A2/RBMX/ENY2/SETD7/DCAF6/CNBP/EIF3C/NCL/CCT2/CAND1/ERP29/PSMC5/HNRNPD/HSPA5/TMED10/CCT8/CLEC3B/KHDRBS1/RPL5/NUP62/TCP1/CCT3/EEF1D/HNRNPAB/TAF15/RPS3/CCT4/SYNCRIP/EIF2B5/HNRNPK/APOA2/RPL11/C3/PDCL3/FAM98A/RAP2C/PTGES3/HSP90AA1/PADI2/YWHAH/PCBP1/CCT7/SSB/DDX1/UBE3A/CCT6A/CDK5RAP3/DHX9
GO:0046390,ribose phosphate biosynthetic process,66,-0.5157153051257887,-2.376511242554044,5.213628326663859e-7,1.143161449454307e-5,7.696861954123591e-6,479,"tags=62%, list=23%, signal=50%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0009913,epidermal cell differentiation,28,0.7413070223949898,2.245321841562709,5.181534720917464e-7,1.143161449454307e-5,7.696861954123591e-6,360,"tags=64%, list=17%, signal=54%",ANXA1/KRT10/KRT6A/KRT17/KRT6B/KRT16/S100A7/KRT14/CASP14/KRT5/FLG/KRT2/CDSN/AKR1C3/CTNNB1/DSP/MAP2K1/FLNB
GO:0009890,negative regulation of biosynthetic process,236,0.44084267901756874,1.8097249692338684,5.215344861565733e-7,1.143161449454307e-5,7.696861954123591e-6,538,"tags=38%, list=25%, signal=32%",ANXA1/CREG1/LTF/ARG1/VIM/HMGB2/LMNB1/ANKRD2/SRSF7/YWHAQ/ORM1/EZR/HRAS/APOD/HNRNPA0/SERPINB1/PTBP1/MAPK14/FLNA/YBX1/EIF6/YWHAZ/DDX3X/SET/RPL13A/PRKAA1/RPL10/CLTC/ANXA4/HNRNPC/SRSF3/PDE12/CALR/PCNA/CAST/HNRNPU/APEX1/RAC1/CTSZ/U2AF2/AP2A1/MIF/AKR1C3/CTNNB1/PPM1A/APOA1/CCAR2/NPM1/HMGB1/SFPQ/CBX3/RBBP7/GLG1/APOC1/SRP9/HNRNPA2B1/FGA/MAGOH/HOMER2/RPS13/TXN/FN1/SND1/HNRNPL/HNRNPA1/XRCC6/VPS35/ATP1A1/RBMX/SERPINF1/CNBP/ASAH1/NCL/PA2G4/CD2AP/ERP29/PSMC5/HNRNPD/DNAJB6/GSPT1/PPID/KHDRBS1/RHOA/HNRNPAB/TAF15/RPS3/SYNCRIP/HNRNPK/RPS14/APOA2
GO:0009165,nucleotide biosynthetic process,72,-0.48037984482269463,-2.2368895594446263,9.31710243341017e-7,2.0218112280500068e-5,1.3612777029024543e-5,367,"tags=58%, list=17%, signal=50%",AK1/ALDOA/PFAS/NDUFS6/SDHA/NDUFB7/NDUFA9/NDUFB10/NDUFA7/NDUFB6/NDUFA10/NDUFA5/NDUFAB1/NDUFS2/NDUFS8/NAPRT/AMPD1/NDUFB9/NDUFS5/NDUFS3/AK3/NDUFB11/SDHB/NDUFA13/NDUFA8/NDUFS4/NDUFV2/NDUFS7/NDUFB8/NDUFS1/NDUFC2/NDUFA12/NDUFB3/NDUFV1/NDUFA2/NDUFB1/NDUFB5/NDUFA3/NDUFA6/NDUFC1/NDUFB4/NDUFA11
GO:0001775,cell activation,111,0.5211435901976217,1.9939065183149178,9.527696875940191e-7,2.0470398238406152e-5,1.37826401915633e-5,516,"tags=45%, list=24%, signal=36%",ANXA1/CTSG/LCP1/CD44/NDRG1/CLIC1/THY1/ARG1/LGALS3/CTSC/S100A13/ACTB/HPRT1/IL18/GSN/MYH9/PPIA/MAPK14/PDIA3/FLNA/TPD52/CD9/KRT2/MSN/PRKAA1/IGHM/HSPH1/CLU/RPS6/LAMP1/FGG/RPL22/FGB/MIF/BAX/CTNNB1/HMGB1/HSPB1/FGA/FN1/XRCC6/ANXA3/DDOST/XIRP1/CD2AP/CD93/CSRP1/RHOA/RPS3/FKBP1A
GO:0044419,biological process involved in interspecies interaction between organisms,245,0.4306261627425447,1.7775505172548487,9.674407494532034e-7,2.0581827708955407e-5,1.3857665224365804e-5,476,"tags=34%, list=23%, signal=30%",DEFA1/ANXA1/CTSG/LTF/LYZ/IGHA1/S100A8/ARG1/VIM/RPL30/LGALS3/HMGB2/KRT6A/ACTR2/SERPINB3/PPIB/S100A9/HRAS/KRT16/HNRNPA0/IL18/GSN/S100A7/PPIA/MAPK14/CFL1/LRG1/YWHAZ/ARL8B/CTSB/DDX3X/RPL13A/P4HB/HPX/CSNK2B/IGHM/LAMP2/CLU/PDE12/CALR/IGHG2/IGHG1/LAMP1/RAB5A/TUBB/FGB/MIF/VAMP3/BAX/G3BP1/FLOT1/ZYX/SERPING1/CCT5/CRK/HMGB1/SFPQ/IDE/UBQLN1/HSPB1/FLNB/CHMP4B/FGA/TF/FN1/TRIM63/AQP1/IGHG3/XRCC6/CALM1/LAMTOR5/RPS19/HP/NAGK/ANXA3/PLG/MAPK1/CFH/KRT1/TUBB4B/CD2AP/TMEM43/KNG1
GO:0072329,monocarboxylic acid catabolic process,45,-0.5684222021638934,-2.393998391594542,1.011626479368952e-6,2.1107975579140638e-5,1.4211918556316858e-5,436,"tags=58%, list=21%, signal=47%",CPT1B/ACADM/HADHA/HADHB/PHYH/ECHS1/AUH/ETFDH/DECR1/PLIN5/ACAA2/ECI2/CPT2/PCCB/ACADVL/CRAT/ETFB/DCXR/PCCA/ETFA/HADH/ECI1/LDHD/ACADS/CRYL1/ACAT1
